Plate,Well,Fluor,Target,Content,Sample,BirdID,Sex,DateOfSampling,Cq,Cq Mean,Cq_Diff,Cq Std. Dev,CqMin,CqMax,SQ Std. Dev,Starting Quantity (SQ),Dilution Factor,Copy_Number
2,D07,FAM,HSP90AA1,Unkn-36,Cool,25430,F,1/3/2018,31.37410861,31.5406774,0.166568786,0.607199138,30.93347826,32.14787654,45.63032348,159.6220553,5,798.1102763
2,D09,FAM,HSP90AA1,Unkn-36,Cool,25430,F,1/3/2018,31.70724619,31.5406774,0.166568786,0.607199138,30.93347826,32.14787654,45.63032348,126.0962372,5,630.4811862
2,E04,FAM,HSP90AA1,Unkn-29,Hot,23888,M,1/8/2018,32.65247051,32.94931756,0.296847051,0.257564705,32.69175286,33.20688227,10.09232681,64.59289749,5,322.9644875
2,E05,FAM,HSP90AA1,Unkn-29,Hot,23888,M,1/8/2018,33.08189973,32.94931756,0.132582163,0.257564705,32.69175286,33.20688227,10.09232681,47.66487821,5,238.3243911
2,E06,FAM,HSP90AA1,Unkn-29,Hot,23888,M,1/8/2018,33.11358245,32.94931756,0.164264888,0.257564705,32.69175286,33.20688227,10.09232681,46.60802634,5,233.0401317
2,E07,FAM,HSP90AA1,Unkn-37,Hot,23849,M,12/30/2017,33.24169146,33.57801672,0.336325252,0.298060453,33.27995626,33.87607717,7.481839124,42.5682746,5,212.841373
2,E08,FAM,HSP90AA1,Unkn-37,Hot,23849,M,12/30/2017,33.68290196,33.57801672,0.104885245,0.298060453,33.27995626,33.87607717,7.481839124,31.15148524,5,155.7574262
2,E09,FAM,HSP90AA1,Unkn-37,Hot,23849,M,12/30/2017,33.80945672,33.57801672,0.231440007,0.298060453,33.27995626,33.87607717,7.481839124,28.48274195,5,142.4137097
2,F05,FAM,HSP90AA1,Unkn-30,Cool,23860,F,1/2/2018,31.83009119,31.70677062,0.123320571,0.460793456,31.24597716,32.16756407,53.54304702,115.5966822,5,577.983411
2,F06,FAM,HSP90AA1,Unkn-30,Cool,23860,F,1/2/2018,31.58345005,31.70677062,0.123320571,0.460793456,31.24597716,32.16756407,53.54304702,137.6420777,5,688.2103883
2,F07,FAM,HSP90AA1,Unkn-38,Cool,23859,F,1/2/2018,32.39815445,32.1255912,0.272563249,0.342086776,31.78350443,32.46767798,24.1588163,77.33026967,5,386.6513484
2,F08,FAM,HSP90AA1,Unkn-38,Cool,23859,F,1/2/2018,31.74171047,32.1255912,0.383880734,0.342086776,31.78350443,32.46767798,24.1588163,123.057881,5,615.2894052
2,F09,FAM,HSP90AA1,Unkn-38,Cool,23859,F,1/2/2018,32.23690869,32.1255912,0.111317484,0.342086776,31.78350443,32.46767798,24.1588163,86.67799661,5,433.3899831
2,G04,FAM,HSP90AA1,Unkn-31,Cool,23865,F,1/3/2018,32.0043355,32.17474603,0.170410528,0.479458694,31.69528733,32.65420472,25.00856693,102.1858801,5,510.9294003
2,G06,FAM,HSP90AA1,Unkn-31,Cool,23865,F,1/3/2018,32.34515656,32.17474603,0.170410528,0.479458694,31.69528733,32.65420472,25.00856693,80.28577011,5,401.4288506
2,H04,FAM,HSP90AA1,Unkn-32,Hot,24278,F,1/22/2018,32.58092439,32.6807767,0.09985231,0.447595814,32.23318089,33.12837252,26.14372353,67.94768546,5,339.7384273
2,H06,FAM,HSP90AA1,Unkn-32,Hot,24278,F,1/22/2018,32.78062901,32.6807767,0.09985231,0.447595814,32.23318089,33.12837252,26.14372353,58.99224044,5,294.9612022
2,H07,FAM,HSP90AA1,Unkn-40,Cool,24506,F,1/16/2018,29.77887249,29.82287429,0.044001794,0.354559357,29.46831493,30.17743364,118.8318594,493.6205313,5,2468.102656
2,H08,FAM,HSP90AA1,Unkn-40,Cool,24506,F,1/16/2018,30.19738081,29.82287429,0.374506527,0.354559357,29.46831493,30.17743364,118.8318594,367.08235,5,1835.41175
2,H09,FAM,HSP90AA1,Unkn-40,Cool,24506,F,1/16/2018,29.49236955,29.82287429,0.330504733,0.354559357,29.46831493,30.17743364,118.8318594,604.5757183,5,3022.878592
2,A05,HEX,EEF2,Unkn-25,Cool,24128,F,1/3/2018,32.35112526,32.17751,0.173615255,0.557185839,31.62032416,32.73469584,68.33872034,112.4706153,5,562.3530766
2,A06,HEX,EEF2,Unkn-25,Cool,24128,F,1/3/2018,32.00389475,32.17751,0.173615255,0.557185839,31.62032416,32.73469584,68.33872034,143.7985838,5,718.9929192
2,A07,HEX,EEF2,Unkn-33,Cool,18859,M,1/4/2018,28.92112461,28.9818333,0.060708688,0.053473724,28.92835958,29.03530702,46.6267838,1274.068789,5,6370.343946
2,A08,HEX,EEF2,Unkn-33,Cool,18859,M,1/4/2018,29.00242647,28.9818333,0.020593172,0.053473724,28.92835958,29.03530702,46.6267838,1202.835116,5,6014.175582
2,A09,HEX,EEF2,Unkn-33,Cool,18859,M,1/4/2018,29.02194882,28.9818333,0.040115516,0.053473724,28.92835958,29.03530702,46.6267838,1186.331959,5,5931.659793
2,A10,HEX,EEF2,Unkn-41,Hot,23884,F,1/8/2018,29.88124452,29.91049293,0.029248417,0.090776582,29.81971635,30.00126951,40.10281432,645.8266313,5,3229.133157
2,A11,HEX,EEF2,Unkn-41,Hot,23884,F,1/8/2018,29.83794613,29.91049293,0.072546804,0.090776582,29.81971635,30.00126951,40.10281432,665.9214294,5,3329.607147
2,A12,HEX,EEF2,Unkn-41,Hot,23884,F,1/8/2018,30.01228815,29.91049293,0.101795221,0.090776582,29.81971635,30.00126951,40.10281432,588.6292799,5,2943.146399
2,B05,HEX,EEF2,Unkn-26,Cool,23861,M,1/2/2018,28.64831586,28.56393355,0.08438231,0.498426669,28.06550688,29.06236021,786.7306085,1545.382975,5,7726.914875
2,B06,HEX,EEF2,Unkn-26,Cool,23861,M,1/2/2018,28.47955124,28.56393355,0.08438231,0.498426669,28.06550688,29.06236021,786.7306085,1741.418404,5,8707.092021
2,B07,HEX,EEF2,Unkn-34,Hot,???,M,1/8/2018,31.13258393,31.39352315,0.260939217,0.231801991,31.16172116,31.62532514,37.85957957,266.4020335,5,1332.010167
2,B08,HEX,EEF2,Unkn-34,Hot,???,M,1/8/2018,31.47236712,31.39352315,0.078843968,0.231801991,31.16172116,31.62532514,37.85957957,209.4646834,5,1047.323417
2,B09,HEX,EEF2,Unkn-34,Hot,???,M,1/8/2018,31.5756184,31.39352315,0.182095249,0.231801991,31.16172116,31.62532514,37.85957957,194.7055095,5,973.5275477
2,C07,HEX,EEF2,Unkn-35,Cool,24514,M,1/16/2018,30.34014237,30.36714421,0.02700184,0.346395016,30.0207492,30.71353923,112.036825,466.7467526,5,2333.733763
2,C08,HEX,EEF2,Unkn-35,Cool,24514,M,1/16/2018,30.72624994,30.36714421,0.359105727,0.346395016,30.0207492,30.71353923,112.036825,355.1546853,5,1775.773426
2,C09,HEX,EEF2,Unkn-35,Cool,24514,M,1/16/2018,30.03504033,30.36714421,0.332103887,0.346395016,30.0207492,30.71353923,112.036825,579.2277476,5,2896.138738
2,D04,HEX,EEF2,Unkn-28,Cool,24116,F,1/2/2018,32.68392665,32.97686274,0.292936095,0.262386946,32.7144758,33.23924969,14.01468171,88.87059414,5,444.3529707
2,D05,HEX,EEF2,Unkn-28,Cool,24116,F,1/2/2018,33.05633644,32.97686274,0.0794737,0.262386946,32.7144758,33.23924969,14.01468171,68.28166621,5,341.408331
2,D06,HEX,EEF2,Unkn-28,Cool,24116,F,1/2/2018,33.19032514,32.97686274,0.213462395,0.262386946,32.7144758,33.23924969,14.01468171,62.10476274,5,310.5238137
2,D07,HEX,EEF2,Unkn-36,Cool,25430,F,1/3/2018,29.62652187,29.70649101,0.079969137,0.500821397,29.20566961,30.2073124,196.8360351,773.3938784,5,3866.969392
2,D09,HEX,EEF2,Unkn-36,Cool,25430,F,1/3/2018,29.78646014,29.70649101,0.079969137,0.500821397,29.20566961,30.2073124,196.8360351,690.6314549,5,3453.157275
2,E04,HEX,EEF2,Unkn-29,Hot,23888,M,1/8/2018,28.56332654,28.67196553,0.108638992,0.116924394,28.55504113,28.78888992,124.9308679,1641.179868,5,8205.89934
2,E05,HEX,EEF2,Unkn-29,Hot,23888,M,1/8/2018,28.79570758,28.67196553,0.12374205,0.116924394,28.55504113,28.78888992,124.9308679,1392.315706,5,6961.578531
2,E06,HEX,EEF2,Unkn-29,Hot,23888,M,1/8/2018,28.65686247,28.67196553,0.015103058,0.116924394,28.55504113,28.78888992,124.9308679,1536.064539,5,7680.322695
2,E07,HEX,EEF2,Unkn-37,Hot,23849,M,12/30/2017,32.0590282,31.92759531,0.13143289,0.167634495,31.75996081,32.0952298,18.53604425,138.296203,5,691.4810152
2,E08,HEX,EEF2,Unkn-37,Hot,23849,M,12/30/2017,31.98494539,31.92759531,0.057350083,0.167634495,31.75996081,32.0952298,18.53604425,145.7398703,5,728.6993513
2,E09,HEX,EEF2,Unkn-37,Hot,23849,M,12/30/2017,31.73881234,31.92759531,0.188782973,0.167634495,31.75996081,32.0952298,18.53604425,173.4695656,5,867.347828
2,F05,HEX,EEF2,Unkn-30,Cool,23860,F,1/2/2018,28.6578744,28.49854387,0.15933053,0.599026383,27.89951749,29.09757025,1033.321629,1534.964949,5,7674.824747
2,F06,HEX,EEF2,Unkn-30,Cool,23860,F,1/2/2018,28.33921334,28.49854387,0.15933053,0.599026383,27.89951749,29.09757025,1033.321629,1923.240758,5,9616.203792
2,F07,HEX,EEF2,Unkn-38,Cool,23859,F,1/2/2018,30.62090371,30.3470208,0.273882912,0.267433371,30.07958743,30.61445417,87.93256939,382.6431685,5,1913.215842
2,F08,HEX,EEF2,Unkn-38,Cool,23859,F,1/2/2018,30.08654101,30.3470208,0.260479794,0.267433371,30.07958743,30.61445417,87.93256939,558.497815,5,2792.489075
2,F09,HEX,EEF2,Unkn-38,Cool,23859,F,1/2/2018,30.33361768,30.3470208,0.013403118,0.267433371,30.07958743,30.61445417,87.93256939,468.9068318,5,2344.534159
2,G05,HEX,EEF2,Unkn-31,Cool,23865,F,1/3/2018,31.27747844,31.05048298,0.226995459,0.640287154,30.41019583,31.69077013,180.2856545,240.4399407,5,1202.199704
2,G06,HEX,EEF2,Unkn-31,Cool,23865,F,1/3/2018,30.82348752,31.05048298,0.226995459,0.640287154,30.41019583,31.69077013,180.2856545,331.5379066,5,1657.689533
2,H04,HEX,EEF2,Unkn-32,Hot,24278,F,1/22/2018,31.04515174,31.26074722,0.215595481,0.558700985,30.70204623,31.8194482,127.6660176,283.4055627,5,1417.027814
2,H06,HEX,EEF2,Unkn-32,Hot,24278,F,1/22/2018,31.4763427,31.26074722,0.215595481,0.558700985,30.70204623,31.8194482,127.6660176,208.8762107,5,1044.381053
2,H07,HEX,EEF2,Unkn-40,Cool,24506,F,1/16/2018,29.25201375,29.16299071,0.08902304,0.441372832,28.72161788,29.60436354,357.2049888,1008.090656,5,5040.453278
2,H08,HEX,EEF2,Unkn-40,Cool,24506,F,1/16/2018,29.55306652,29.16299071,0.390075814,0.441372832,28.72161788,29.60436354,357.2049888,814.6592862,5,4073.296431
2,H09,HEX,EEF2,Unkn-40,Cool,24506,F,1/16/2018,28.68389186,29.16299071,0.479098854,0.441372832,28.72161788,29.60436354,357.2049888,1506.962447,5,7534.812233
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
