Plate,Well,Fluor,Target,Content,Sample,BirdID,Sex,DateOfSampling,JulianDate,Cq,Cq Mean,Cq_Diff,Cq Std. Dev,CqMin,CqMax,SQ Std. Dev,Starting Quantity (SQ),Dilution Factor,Copy_Number
1,E12,HEX,EEF2,Unkn-21,Cool,23868,M,1/3/2018,,33.91122403,33.97328241,0.062058377,0.069051363,33.90423105,34.04233377,1.620616704,35.37584448,5,176.8792224
1,F04,HEX,EEF2,Unkn-06,Cool,90583,M,1/4/2018,,32.13102228,32.1054925,0.025529782,0.076852951,32.02863955,32.18234545,6.749069219,122.295286,5,611.47643
1,F05,HEX,EEF2,Unkn-06,Cool,90583,M,1/4/2018,,32.16633161,32.1054925,0.060839108,0.076852951,32.02863955,32.18234545,6.749069219,119.3231859,5,596.6159294
1,F06,HEX,EEF2,Unkn-06,Cool,90583,M,1/4/2018,,32.01912361,32.1054925,0.086368891,0.076852951,32.02863955,32.18234545,6.749069219,132.2120764,5,661.0603822
1,F07,HEX,EEF2,Unkn-14,Hot,23850,F,12/30/2017,,36.25124719,35.95813006,0.293117126,0.255352627,35.70277744,36.21348269,1.446251084,6.927836082,5,34.63918041
1,F08,HEX,EEF2,Unkn-14,Hot,23850,F,12/30/2017,,35.78388167,35.95813006,0.174248395,0.255352627,35.70277744,36.21348269,1.446251084,9.594581722,5,47.97290861
1,F09,HEX,EEF2,Unkn-14,Hot,23850,F,12/30/2017,,35.83926133,35.95813006,0.118868732,0.255352627,35.70277744,36.21348269,1.446251084,9.231403398,5,46.15701699
1,G04,HEX,EEF2,Unkn-07,Hot,18945,M,12/30/2017,,30.57333101,30.43129751,0.142033493,0.216543092,30.21475442,30.64784061,63.10248116,362.0588907,5,1810.294454
1,G05,HEX,EEF2,Unkn-07,Hot,18945,M,12/30/2017,,30.5384963,30.43129751,0.107198786,0.216543092,30.21475442,30.64784061,63.10248116,370.9543513,5,1854.771756
1,G06,HEX,EEF2,Unkn-07,Hot,18945,M,12/30/2017,,30.18206523,30.43129751,0.249232279,0.216543092,30.21475442,30.64784061,63.10248116,475.5314919,5,2377.657459
1,G07,HEX,EEF2,Unkn-15,Cool,24511,M,1/16/2018,,32.12288217,32.39195892,0.269076753,0.233471625,32.1584873,32.62543055,17.4297391,122.9908997,5,614.9544983
1,G08,HEX,EEF2,Unkn-15,Cool,24511,M,1/16/2018,,32.54089436,32.39195892,0.148935435,0.233471625,32.1584873,32.62543055,17.4297391,91.91348597,5,459.5674299
